Taxon - Genus,Taxon - Species,CatNum,Locality Name,Field Coll Latitude from,Field Coll Longitude from,Field Coll Altitude from,Field Coll Date,Sex,Field Coll Habitat,Field Coll Specimen Category
Rattus,fuscipes,J3786,"Dinner Ck, Ravenshoe (now Charmilan Ck)",17° 42' South,145° 31' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J3791,"Dinner Ck, Ravenshoe (now Charmilan Ck)",17° 42' South,145° 31' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J3806,"Ebor, Guy Fawkes District",30° 24' South,152° 21' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J3880,Pearson Is,33° 58' South,134° 17' East,,,Male,,
Rattus,fuscipes,J4304,"Mt Stanley, Kingaroy",26° 41' South,152° 12' East,,,Female,,"Spirit, Skull"
Rattus,fuscipes,J4812,"Tamborine Mt, Eagle Heights",27° 55' South,153° 12' East,,,,,"Skull, Skin"
Rattus,fuscipes,J4814,"Tamborine Mt, Eagle Heights",27° 55' South,153° 12' East,,,,,"Skull, Skin"
Rattus,fuscipes,J4815,"Tamborine Mt, Eagle Heights",27° 55' South,153° 12' East,,,,,"Skull, Skin"
Rattus,fuscipes,J6347,Mt Spurgeon,16° 26' South,145° 12' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J6723,Boulia,22° 55' South,139° 54' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J7509,"Upper Cedar Ck, via Closeburn",27° 12' South,152° 37' East,,,Female,,"Skull, Display mount"
Rattus,fuscipes,J7510,"Upper Cedar Ck, via Closeburn",27° 12' South,152° 37' East,,,Female,,"Skull, Display mount"
Rattus,fuscipes,J7511,"Upper Cedar Ck, via Closeburn",27° 12' South,152° 37' East,,,Male,,"Skull, Display mount"
Rattus,fuscipes,J7512,"Upper Cedar Ck, via Closeburn",27° 12' South,152° 37' East,,,Female,,Skin
Rattus,fuscipes,J8060,"Upper Cedar Ck, via Closeburn",27° 12' South,152° 37' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J8061,"Upper Cedar Ck, via Closeburn",27° 12' South,152° 37' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J8062,"Upper Cedar Ck, via Closeburn",27° 12' South,152° 37' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J8275,Mt Finnigan,15° 49' South,145° 17' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J9300,Danbulla,17° 10' South,145° 38' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J9302,Danbulla,17° 10' South,145° 38' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J9303,Danbulla,17° 10' South,145° 37' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J9380,"Euramoo Ck, Danbulla, NE Atherton",17° 10' South,145° 38' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J9381,"Euramoo Ck, Danbulla, NE Atherton",17° 10' South,145° 38' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J9382,"Euramoo Ck, Danbulla, NE Atherton",17° 10' South,145° 38' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J9383,"Euramoo Ck, Danbulla, NE Atherton",17° 10' South,145° 38' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J9384,"Walsh Camp, 11km SW Atherton",17° 20' South,145° 23' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J9385,"Mt Kalorama, Danbulla",17° 10' South,145° 38' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J9458,"Mt Finnigan, 48km S Cooktown, west slope",15° 49' South,145° 17' East,2600m,,Male,,"Skull, Skin"
Rattus,fuscipes,J9459,"Mt Finnigan, 48km S Cooktown, west slope",15° 49' South,145° 17' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J9460,"Mt Finnigan, 48km S Cooktown, west slope",15° 49' South,145° 17' East,2600m,,Female,,"Skull, Skin"
Rattus,fuscipes,J9461,"Mt Finnigan, 48km S Cooktown, west slope",15° 49' South,145° 17' East,2600m,,Female,,"Skull, Skin"
Rattus,fuscipes,J9462,"Mt Finnigan, 48km S Cooktown, west slope",15° 49' South,145° 17' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J9463,"Mt Finnigan, 48km S Cooktown, west slope",15° 49' South,145° 17' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J9464,"Mt Finnigan, 48km S Cooktown, west slope",15° 49' South,145° 17' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J9474,"Mt Finnigan, 48km S Cooktown, west slope",15° 49' South,145° 17' East,790m,,Female,,"Skull, Skin"
Rattus,fuscipes,J9570,"Walwul, nr Rockhampton",23° 43' South,150° 22' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J9685,"Childers Forest, S Gippsland",38° 18' South,146° 7' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J9686,"Childers Forest, S Gippsland",38° 18' South,146° 7' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J9687,"Childers Forest, S Gippsland",38° 18' South,146° 7' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J9688,"Childers Forest, S Gippsland",38° 18' South,146° 7' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J9689,"Childers Forest, S Gippsland",38° 18' South,146° 7' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J9690,"Childers Forest, S Gippsland",38° 18' South,146° 7' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J10141,Mossman,16° 28' South,145° 23' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J10144,Mt Spec,18° 57' South,146° 11' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J10145,Mt Spec,18° 57' South,146° 11' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J10146,Mt Spec,18° 57' South,146° 11' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J10148,Mt Spec,18° 57' South,146° 11' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J10149,Mt Spec,18° 57' South,146° 11' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J10150,Mt Spec,18° 57' South,146° 11' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J10151,Mt Spec,18° 57' South,146° 11' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J10152,Mt Spec,18° 57' South,146° 11' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J10153,Mt Spec,18° 57' South,146° 11' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J10154,Mt Spec,18° 57' South,146° 11' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J10155,Mt Spec,18° 57' South,146° 11' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J10156,Mt Spec,18° 57' South,146° 11' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J10157,Mt Spec,18° 57' South,146° 11' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J10158,Mt Spec,18° 57' South,146° 11' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J10159,Mt Spec,18° 57' South,146° 11' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J10160,Mt Spec,18° 57' South,146° 11' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J10161,Mt Spec,18° 57' South,146° 11' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J10162,Mt Spec,18° 57' South,146° 11' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J10163,Mt Spec,18° 57' South,146° 11' East,,,Female,,Skin
Rattus,fuscipes,J10290,Mt Spec,18° 57' South,146° 11' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J10291,Mt Spec,18° 57' South,146° 11' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J10539,Mossman,16° 28' South,145° 23' East,,,Female,,Spirit
Rattus,fuscipes,J10540,Mossman,16° 28' South,145° 23' East,,,Male,,Spirit
Rattus,fuscipes,J10541,Mossman,16° 28' South,145° 23' East,,,Female,,Spirit
Rattus,fuscipes,J10542,Mossman,16° 28' South,145° 23' East,,,,,Spirit
Rattus,fuscipes,J10939,Mt Glorious,27° 20' South,152° 46' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J10941,Mt Spec,18° 57' South,146° 11' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J10956,,,,,,,,Spirit
Rattus,fuscipes,J10965,Mt Glorious,27° 20' South,152° 46' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J10982,Mt Glorious,27° 20' South,152° 46' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J10983,,,,,,Uncertain,,"Skull, Skin"
Rattus,fuscipes,J11057,"Many Peaks Ra, 24km SW Miriam Vale",24° 18' South,151° 25' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J11058,"Many Peaks Ra, 24km SW Miriam Vale",24° 18' South,151° 25' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J11059,"Many Peaks Ra, 24km SW Miriam Vale",24° 18' South,151° 25' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J11060,"Many Peaks Ra, 24km SW Miriam Vale",24° 18' South,151° 25' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J11061,"Many Peaks Ra, 24km SW Miriam Vale",24° 18' South,151° 25' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J11062,"Many Peaks Ra, 24km SW Miriam Vale",24° 18' South,151° 25' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J11223,"Forest Stn, Fraser Is",25° 28' South,153° 3' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J11224,"Forest Stn, Fraser Is",25° 28' South,153° 3' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J11225,"Forest Stn, Fraser Is",25° 28' South,153° 3' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J11226,"Forest Stn, Fraser Is",25° 28' South,153° 3' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J11227,"Forest Stn, Fraser Is",25° 28' South,153° 3' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J11228,"Forest Stn, Fraser Is",25° 28' South,153° 3' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J11229,"Forest Stn, Fraser Is",25° 28' South,153° 3' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J11230,"Forest Stn, Fraser Is",25° 28' South,153° 3' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J11231,"Forest Stn, Fraser Is",25° 28' South,153° 3' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J11232,"Eurong Beach, Fraser Island",25° 31' South,153° 8' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J11233,"Forest Stn, Fraser Is",25° 28' South,153° 3' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J11234,"Forest Stn, Fraser Is",25° 28' South,153° 3' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J11250,Fraser Is,25° 28' South,153° 3' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J11251,Fraser Is,25° 28' South,153° 3' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J11252,"Forest Stn, Fraser Is",25° 28' South,153° 3' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J11253,Fraser Is,25° 28' South,153° 3' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J11254,Fraser Is,25° 28' South,153° 3' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J11255,Fraser Is,25° 28' South,153° 3' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J11256,"Lake McKenzie, Fraser Is",25° 27' South,153° 4' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J11467,Mt Glorious,27° 20' South,152° 46' East,,,,,Spirit
Rattus,fuscipes,J11658,Monto,24° 52' South,151° 7' East,,7-Aug-63,Male,,"Skull, Skin"
Rattus,fuscipes,J12280,Beaudesert,27° 59' South,153° East,,2-Jan-64,Male,,"Skull, Skin"
Rattus,fuscipes,J12291,Tamborine,27° 53' South,153° 8' East,,16-Jan-64,Male,,"Skull, Skin"
Rattus,fuscipes,J12292,Tamborine,27° 53' South,153° 8' East,,16-Jan-64,Female,,"Skull, Skin"
Rattus,fuscipes,J12293,,,,,6-Feb-64,Male,,"Skull, Skin"
Rattus,fuscipes,J12671,Emu Vale,28° 14' South,152° 15' East,,6-Jan-64,Male,,"Skull, Skin"
Rattus,fuscipes,J12672,Emu Vale,28° 14' South,152° 15' East,,6-Jan-64,Female,,"Skull, Skin"
Rattus,fuscipes,J12958,Emu Vale,28° 14' South,152° 15' East,,6-Jan-64,Female,,"Skull, Skin"
Rattus,fuscipes,J13624,Lamington NP,28° 19' South,153° 5' East,,11-Mar-66,,,Skull
Rattus,fuscipes,J14309,Mt Spec,18° 57' South,146° 11' East,,22-Jun-66,Male,,"Skull, Skin"
Rattus,fuscipes,J14427,King Is,39° 50' South,144° East,,,,,Skull
Rattus,fuscipes,J15836,Mt Glorious,27° 20' South,152° 46' East,,28-Jun-68,,,"Skull, Skin"
Rattus,fuscipes,J15850,Bulburin SF,24° 32' South,151° 23' East,609.6m,4-Sep-68,Female,,"Skull, Skin"
Rattus,fuscipes,J15854,Bulburin SF,24° 32' South,151° 23' East,,4-Sep-68,Female,,"Skull, Skin"
Rattus,fuscipes,J15856,"Woondum SF, nr Gympie",26° 15' South,152° 44' East,,28-Aug-68,Female,,"Skull, Skin"
Rattus,fuscipes,J15857,"Woondum SF, nr Gympie",26° 15' South,152° 44' East,,28-Aug-68,Male,,"Skull, Skin"
Rattus,fuscipes,J15859,"Woondum SF, nr Gympie",26° 15' South,152° 44' East,,28-Aug-68,Female,,"Skull, Skin"
Rattus,fuscipes,J15860,Bulburin SF,24° 32' South,151° 23' East,,4-Sep-68,Female,,"Skull, Skin"
Rattus,fuscipes,J15862,"Woondum SF, nr Gympie",26° 15' South,152° 44' East,,28-Aug-68,Male,,"Skull, Skin"
Rattus,fuscipes,J15863,Bulburin SF,24° 32' South,151° 23' East,,1-Sep-68,Male,,"Skull, Skin"
Rattus,fuscipes,J15864,"Woondum SF, nr Gympie",26° 15' South,152° 44' East,,28-Aug-68,Male,,"Skull, Skin"
Rattus,fuscipes,J15865,Bulburin SF,24° 32' South,151° 23' East,,5-Sep-68,Male,,"Skull, Skin"
Rattus,fuscipes,J16160,Mt Glorious,27° 20' South,152° 46' East,,12-Jun-68,Male,,"Skull, Skin"
Rattus,fuscipes,J16161,Mt Glorious,27° 20' South,152° 46' East,,12-Jun-68,Male,,"Skull, Skin"
Rattus,fuscipes,J16163,Mt Glorious,27° 20' South,152° 46' East,,25-Jun-68,Male,,"Skull, Skin"
Rattus,fuscipes,J16164,Mt Glorious,27° 20' South,152° 46' East,,5-Jun-68,Female?,,"Skull, Skin"
Rattus,fuscipes,J16165,Elginvale,26° 27' South,152° 12' East,,1-Aug-68,Male,,"Skull, Skin"
Rattus,fuscipes,J16166,Mt Glorious,27° 20' South,152° 46' East,,7-Aug-68,Male,,"Skull, Skin"
Rattus,fuscipes,J16167,Mt Glorious,27° 20' South,152° 46' East,,25-Jul-68,Male,,"Skull, Skin"
Rattus,fuscipes,J16168,"Elginvale, via Goomeri, SFR154",26° 27' South,152° 12' East,,1-Aug-68,Male,,"Skull, Skin"
Rattus,fuscipes,J16169,Mt Glorious,27° 20' South,152° 46' East,,25-Jun-68,Male,,"Skull, Skin"
Rattus,fuscipes,J16171,Mt Glorious,27° 20' South,152° 46' East,,18-Jul-68,Female,,"Skull, Skin"
Rattus,fuscipes,J16173,Mt Glorious,27° 20' South,152° 46' East,,12-Jul-68,Male,,"Skull, Skin"
Rattus,fuscipes,J16174,Mt Glorious,27° 20' South,152° 46' East,,28-Jun-68,Female,,"Skull, Skin"
Rattus,fuscipes,J16175,Mt Glorious,27° 20' South,152° 46' East,,28-Jun-68,Male,,"Skull, Skin"
Rattus,fuscipes,J16275,Mt Glorious,27° 20' South,152° 46' East,,12-Jun-68,Female,,"Skull, Skin"
Rattus,fuscipes,J16460,Mt Glorious,27° 20' South,152° 46' East,,14-Jun-68,Female,,"Skull, Skin"
Rattus,fuscipes,J16529,Mt Glorious,27° 20' South,152° 46' East,,25-Jun-68,Male,,"Skull, Skin"
Rattus,fuscipes,J16530,Mt Glorious,27° 20' South,152° 46' East,,12-Jun-68,Male,,"Skull, Skin"
Rattus,fuscipes,J16531,Mt Glorious,27° 20' South,152° 46' East,,12-Jun-68,Male,,"Skull, Skin"
Rattus,fuscipes,J16532,Mt Glorious,27° 20' South,152° 46' East,,31-Jul-68,Male,,"Skull, Skin"
Rattus,fuscipes,J16538,Mt Glorious,27° 20' South,152° 46' East,,14-Jun-68,Female,,"Skull, Skin"
Rattus,fuscipes,J16539,Mt Glorious,27° 20' South,152° 46' East,,14-Jun-68,Male,,"Skull, Skin"
Rattus,fuscipes,J16540,Mt Glorious,27° 20' South,152° 46' East,,30-Jul-68,Female,,"Skull, Skin"
Rattus,fuscipes,J16545,Mt Glorious,27° 20' South,152° 46' East,,14-Jun-68,,,Skull
Rattus,fuscipes,J16548,Mt Glorious,27° 20' South,152° 46' East,,12-Jun-68,Female,,"Skull, Skin"
Rattus,fuscipes,J16549,Mt Glorious,27° 20' South,152° 46' East,,14-Jun-68,Female,,"Skull, Skin"
Rattus,fuscipes,J17411,Elginvale SF,26° 27' South,152° 12' East,,27-Jun-69,Male,,"Skull, Skin"
Rattus,fuscipes,J17412,Elginvale SF,26° 27' South,152° 12' East,,27-Jun-69,Female,,"Skull, Skin"
Rattus,fuscipes,J17414,Warwick District,28° 13' South,152° 2' East,,27-Jun-69,Male,,"Skull, Skin"
Rattus,fuscipes,J17415,Warwick District,28° 13' South,152° 2' East,,27-Jun-69,Female,,"Skull, Skin"
Rattus,fuscipes,J17538,"Myall Lake area, Goat Is",32° 26' South,152° 24' East,,22-Aug-69,Male,,"Skull, Skin"
Rattus,fuscipes,J17539,"Smiths Lake, Big Is",32° 23' South,152° 29' East,,22-Aug-69,Female,,"Skull, Skin"
Rattus,fuscipes,J17547,Warwick,28° 13' South,152° 2' East,,26-Jul-69,Male,,"Skull, Skin"
Rattus,fuscipes,J17548,Gallangowan SF,26° 26' South,152° 20' East,,15-Sep-67,Male,,"Skull, Skin"
Rattus,fuscipes,J17705,Gallangowan SF,26° 26' South,152° 20' East,,15-Sep-67,Female,,"Skull, Skin"
Rattus,fuscipes,J17709,Gallangowan SF,26° 26' South,152° 20' East,,7-Jun-68,Male,,"Skull, Skin"
Rattus,fuscipes,J17710,Gallangowan SF,26° 26' South,152° 20' East,,15-Sep-67,Female,,"Skull, Skin"
Rattus,fuscipes,J19071,Emu Vale,28° 14' South,152° 15' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J19102,Elginvale,26° 27' South,152° 12' East,,9-Jul-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19103,Elginvale,26° 27' South,152° 12' East,,9-Jul-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19104,Elginvale,26° 27' South,152° 12' East,,25-Jul-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19105,"Breakfast Ck, Mt Spec",18° 57' South,146° 11' East,,1-Aug-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19106,"Breakfast Ck, Mt Spec",18° 57' South,146° 11' East,,1-Aug-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19108,Elginvale,26° 27' South,152° 12' East,,28-Jul-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19109,Mt Spec,18° 57' South,146° 11' East,,30-Jul-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19110,Mt Spec,18° 57' South,146° 11' East,,31-Jul-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19111,"Mt Stanley, Forestry Reserve, Creek R329",26° 41' South,152° 12' East,,27-Aug-69,,,"Skull, Skin"
Rattus,fuscipes,J19112,Elginvale,26° 27' South,152° 12' East,,27-Aug-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19113,"Mt Stanley, Forestry Reserve, Creek R329",26° 41' South,152° 12' East,,27-Aug-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19114,"Big Island, Smiths Lake",32° 23' South,152° 29' East,,22-Aug-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19115,"Big Island, Smiths Lake",32° 23' South,152° 29' East,,22-Aug-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19116,Elginvale,26° 27' South,152° 12' East,,28-Aug-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19119,"Whitfield Ra, Boiboi Peak, 8-11km SW Cairns",16° 55' South,145° 46' East,,16-Aug-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19120,Lake Barrine,17° 15' South,145° 38' East,,12-Aug-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19122,"Brisbane, Upper Brookfield",27° 29' South,152° 52' East,,13-Jul-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19123,Warwick District,28° 13' South,152° 2' East,,5-Sep-67,Female,,"Skull, Skin"
Rattus,fuscipes,J19124,Gallangowan SF,26° 26' South,152° 20' East,,15-Sep-67,Male,,"Skull, Skin"
Rattus,fuscipes,J19125,Mt Glorious,27° 20' South,152° 46' East,,31-Jul-67,Male,,"Skull, Skin"
Rattus,fuscipes,J19126,Gallangowan SF,26° 26' South,152° 20' East,,4-Jul-67,Female,,"Skull, Skin"
Rattus,fuscipes,J19127,Warwick District,28° 13' South,152° 2' East,,5-Sep-67,Female,,"Skull, Skin"
Rattus,fuscipes,J19129,Elginvale,26° 27' South,152° 12' East,,1-Jul-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19130,Gallangowan,26° 26' South,152° 20' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J19131,Warwick,28° 13' South,152° 2' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J19132,Warwick,28° 13' South,152° 2' East,,26-Jul-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19133,Elginvale,26° 27' South,152° 12' East,,25-Jul-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19134,Elginvale,26° 27' South,152° 12' East,,25-Jul-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19135,Elginvale,26° 27' South,152° 12' East,,10-Aug-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19136,Elginvale,26° 27' South,152° 12' East,,10-Aug-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19137,Elginvale,26° 27' South,152° 12' East,,28-Jul-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19138,"Breakfast Ck, Mt Spec",18° 57' South,146° 11' East,,31-Jul-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19139,"Breakfast Ck, Mt Spec",18° 57' South,146° 11' East,,31-Jul-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19140,"Breakfast Ck, Mt Spec",18° 57' South,146° 11' East,,31-Jul-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19141,Mt Spec,18° 57' South,146° 11' East,,30-Jul-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19142,Elginvale SF,26° 27' South,152° 12' East,,9-Jul-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19143,"Gooroomjan, Elginvale, creek bed, camp 2",26° 27' South,152° 12' East,,9-Jul-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19144,"Gooroomjan, Elginvale, creek bed, camp 2",26° 27' South,152° 12' East,,9-Jul-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19145,Elginvale SF,26° 27' South,152° 12' East,,9-Jul-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19146,Warwick,28° 13' South,152° 2' East,,,Male,,"Skull, Skin"
Rattus,fuscipes,J19147,Warwick,28° 13' South,152° 2' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J19149,Elginvale,26° 27' South,152° 12' East,,25-Jul-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19150,"Breakfast Ck, Mt Spec",18° 57' South,146° 11' East,,1-Aug-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19151,Mt Spec,18° 57' South,146° 11' East,,1-Aug-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19152,Mt Spec,18° 57' South,146° 11' East,,31-Jul-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19153,"Big Island, Smiths Lake",32° 23' South,152° 29' East,,22-Aug-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19154,"Big Island, Smiths Lake",32° 23' South,152° 29' East,,22-Jul-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19155,Gallangowan,26° 26' South,152° 20' East,,28-Aug-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19156,"Gooroomjan, Elginvale",26° 27' South,152° 12' East,,16-Sep-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19157,"Scrubby Ck, Gooroomjan, Elginvale",26° 28' South,152° 13' East,,19-Sep-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19158,"Gooroomjan, Elginvale",26° 27' South,152° 12' East,,19-Sep-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19159,"Scrubby Ck, Gooroomjan, Elginvale",26° 28' South,152° 13' East,,19-Sep-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19161,"Gooroomjan, Elginvale",26° 27' South,152° 12' East,,27-Aug-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19305,Warwick,28° 13' South,152° 2' East,,,Female,,"Skull, Skin"
Rattus,fuscipes,J19306,Elginvale,26° 27' South,152° 12' East,,10-Aug-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19309,Mt Spec,18° 57' South,146° 11' East,,31-Jul-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19311,"Gooroomjan, Elginvale",26° 27' South,152° 12' East,,29-Aug-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19312,Elginvale,26° 27' South,152° 12' East,,29-Aug-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19313,Gallangowan,26° 26' South,152° 20' East,,28-Aug-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19314,"Gooroomjan, Elginvale",26° 27' South,152° 12' East,,26-Sep-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19315,Mt Glorious,27° 20' South,152° 46' East,,31-Jul-67,Female,,"Skull, Skin"
Rattus,fuscipes,J19317,Buderim,26° 41' South,153° 3' East,,27-Jul-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19319,Elginvale,26° 27' South,152° 12' East,,9-Jul-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19324,Mt Glorious,27° 20' South,152° 46' East,,31-Jul-67,Male,,"Skull, Skin"
Rattus,fuscipes,J19996,Barretts Lagoon,"18° 2' 30"" South","145° 48' 30"" East",,19-Sep-69,Female,,"Skull, Skin"
Rattus,fuscipes,J19998,Palmerston SF,17° 32' South,146° 1' East,,20-Sep-69,Male,,"Skull, Skin"
Rattus,fuscipes,J19999,Palmerston SF,17° 32' South,146° 1' East,,20-Sep-69,Female,,"Skull, Skin"
Rattus,fuscipes,J20001,"Osborne Ck, 6.4km W Thornton Peak",16° 8' South,145° 19' East,,25-Sep-69,Male,,"Skull, Skin"
Rattus,fuscipes,J20065,Gallangowan,26° 26' South,152° 20' East,,1-Aug-55,,,Spirit
Rattus,fuscipes,J20067,Gallangowan,26° 26' South,152° 20' East,,1-Aug-55,,,Spirit
Rattus,fuscipes,J20068,Gallangowan,26° 26' South,152° 20' East,,1-Aug-55,,,Spirit
Rattus,fuscipes,J20069,Gallangowan,26° 26' South,152° 20' East,,1-Aug-55,,,Spirit
Rattus,fuscipes,J20070,Gallangowan,26° 26' South,152° 20' East,,1-Aug-55,,,Spirit
Rattus,fuscipes,J20071,Gallangowan,26° 26' South,152° 20' East,,1-Aug-55,,,Spirit
