Name,Hyd_chr2,Leg_for2,Pse_gra2,Zyz_arg,Xer_myo,Uro_cau,Rat_rat,Rat_fus,Pog_mol,Not_ale,Mus_mus,Mes_gou,Mel_bur,Mas_fus,Lep_con,Leg_for,Pse_her,Pse_gra,Pse_del,Hyd_chr
X Nasal PAT 1,0.756031561,1.903338623,-7.799149323,-13.61631622,9.739797211,-11.15303116,-4.847174454,4.010914612,-5.970796967,1.696290588,-9.606797028,6.150716782,-1.304154587,-6.852165985,6.441873169,1.796750832,-8.114044189,-8.114044189,-5.016406631,0.828220081
Y Nasal PAT 1,-9.494280243,-10.95934525,-12.04453888,-13.45106659,-10.04291916,-28.52243652,-6.355559158,-10.07052917,-14.49356537,-6.134931183,-3.220218277,-25.86841431,-10.83783875,-7.036958313,-7.825571442,-11.06315155,-11.99454803,-11.99454803,-16.91248169,-9.138111877
Z Nasal PAT 1,-34.5968689,-32.29483032,-35.34653015,-33.86066284,-29.91551819,-36.29637451,-30.7680603,-27.11602478,-28.79673462,-35.42812805,-30.8440033,-33.42122803,-22.70143738,-28.01032715,-37.75838318,-32.26970215,-35.42197266,-35.42197266,-18.87360687,-34.67026672
X Most P pt supraorbital L,2.344804955,2.603763771,-5.210645676,-14.36007996,10.98482742,-4.151607895,-2.320929909,5.927441025,-6.967139435,3.404130936,-9.090142059,0.439461946,0.608071804,-9.607245636,11.03316803,2.612992096,-5.310076523,-5.310076523,-3.197955132,0.922144318
Y Most P pt supraorbital L,-1.662721443,-10.67091446,-9.204319,-9.955429077,-8.545180511,-25.13920135,-2.81668148,-12.24996948,-10.32349396,-8.302546692,-0.273753858,-21.91786804,-8.169743347,-4.292946625,-5.290589142,-10.63967209,-9.194553375,-9.194553375,-14.97871246,-1.948994827
Z Most P pt supraorbital L,-29.85155029,-29.90844421,-33.68320618,-34.39114075,-26.47805176,-41.59251099,-28.40079651,-22.58890381,-28.29573364,-34.47487183,-29.41014099,-24.92865295,-21.93480377,-29.59841309,-35.42570496,-29.80045471,-33.61227112,-33.61227112,-19.0813797,-31.89633179
X Most P pt supraorbital,-5.857946777,0.295251513,-8.869012451,-11.26722717,6.730435944,-13.51255035,-7.488121033,3.418585205,-4.035929871,-0.016494912,-11.54575043,9.780940247,-2.720317268,-7.583612061,3.35852623,0.408697367,-8.842038727,-8.842038727,-5.758597183,-5.755578613
Y Most P pt supraorbital,-12.31628571,-10.37312317,-14.72803802,-14.74684296,-10.17227936,-26.98654175,-8.79383316,-6.966112518,-17.24455109,-4.112353134,-4.584575272,-21.81883698,-12.54127121,-9.677803802,-10.60046005,-10.42875366,-14.64289856,-14.64289856,-18.02753906,-10.76864319
Z Most P pt supraorbital,-34.3278595,-33.46452332,-33.95498047,-33.70862122,-30.71010437,-29.62252197,-29.09198914,-27.59640808,-27.40739746,-34.94590454,-29.85214539,-39.56043396,-21.66887207,-26.30793762,-36.65873108,-33.35011597,-33.94094238,-33.94094238,-17.48235931,-34.31727295
X Most P pt of A maxilla L,5.417658615,1.348685265,-3.208818054,-13.31064606,10.76366119,6.446016693,-0.04367992,5.351220703,-4.596957397,3.960000992,-7.644480133,-3.991026306,2.732044411,-16.729245,14.99317474,1.498777485,-2.958688164,-2.958688164,-1.087806606,5.323900223
Y Most P pt of A maxilla L,-0.740033102,-8.99072876,-6.005484772,-4.288933182,-7.857240295,-19.14879608,-0.46858654,-13.1373291,-3.812759018,-10.89193039,0.888500595,-11.42225952,-5.369538116,-2.432531357,-1.449559116,-9.075726318,-5.941756821,-5.941756821,-12.88765869,-0.833748436
Z Most P pt of A maxilla L,-18.84668427,-24.90419769,-28.86802368,-32.76140442,-22.71908264,-40.21672058,-22.76002197,-16.48777466,-26.12445984,-30.66721191,-26.72627563,-21.2784668,-18.01276703,-35.01702271,-27.05852661,-25.32616272,-28.69162598,-28.69162598,-17.29933777,-19.03220062
X Most P pt of A maxilla ,-9.519464111,-4.207355499,-10.86302719,-6.575991821,2.916725349,-10.34615631,-10.38034668,-3.837691116,1.084341049,-0.319848537,-12.16325607,11.06020432,-4.560834122,-9.178289795,-3.163946342,-4.442279816,-10.75324478,-10.75324478,-5.985750961,-9.922137451
Y Most P pt of A maxilla ,-18.62353668,-8.401981354,-18.57365723,-15.97340393,-10.67417755,-23.02568207,-12.210952,-3.816059875,-19.17178497,-1.710923576,-7.123777771,-10.84969482,-15.10719299,-17.0706665,-13.08845825,-8.380883026,-18.61994934,-18.61994934,-19.1473175,-19.33041534
Z Most P pt of A maxilla ,-28.8296936,-34.38442383,-29.65931091,-30.97200012,-30.07702942,-18.21036224,-24.23584137,-27.23383789,-24.0420639,-32.05183716,-27.66202698,-44.68772278,-17.35512848,-25.64692688,-29.92596741,-34.38834839,-29.35702515,-29.35702515,-14.13899994,-27.93396606
X Maxilla PAT L 8,-2.006669044,0.896959305,-7.992038727,-12.59811478,8.416412354,-2.08825531,-4.656728363,5.213624573,-4.740727234,3.845730591,-9.858315277,5.53369751,-0.491020012,-10.61233597,7.976100159,1.017981529,-7.499641418,-7.499641418,-3.256271362,-1.399426651
Y Maxilla PAT L 8,-2.470780754,-7.956233215,-7.980742645,-8.281034088,-6.845992279,-17.16958008,-1.685803986,-8.105801392,-8.971281433,-7.541751862,-0.448589802,-13.66839905,-7.285136414,-7.51082077,-1.798867989,-7.905988312,-8.07796402,-8.07796402,-13.75254517,-2.624635506
Z Maxilla PAT L 8,-24.72963562,-28.57338867,-28.97773743,-30.82816162,-24.67600098,-36.331073,-23.96635895,-19.12181702,-24.4613678,-31.20837097,-27.30502014,-24.51260529,-17.92021027,-34.7609314,-30.98993835,-28.65079041,-28.96238708,-28.96238708,-16.47079163,-23.66476135
X Maxilla PAT L 7,0.970209312,1.019074917,-5.944288254,-12.67776108,9.200997925,1.149335194,-3.0971838,4.940625,-4.342190552,2.996798706,-9.05021286,1.039547348,0.901702785,-12.50446701,10.50571976,2.407287407,-5.526691818,-5.526691818,-2.311272621,0.925730991
Y Maxilla PAT L 7,-2.499983788,-8.722470856,-7.897886658,-7.170204926,-7.498779297,-19.140448,-1.522019386,-10.21207428,-7.825059509,-9.003937531,-0.236303806,-13.01789551,-6.993585968,-5.817754364,-2.452724648,-9.783887482,-7.720877838,-7.720877838,-13.78704071,-2.430920792
Z Maxilla PAT L 7,-23.25678253,-27.63397522,-29.29173279,-31.97248535,-24.07559357,-37.06783752,-23.89884338,-18.54470367,-25.69515076,-31.27569275,-27.14142151,-24.35700226,-18.05863342,-34.07401733,-30.18665466,-27.98948364,-29.13468628,-29.13468628,-16.89385071,-22.42709656
X Maxilla PAT L 6,3.617891312,1.776146317,-4.857209396,-13.63640137,10.33677673,2.028206253,-1.698644447,5.822116852,-5.373204422,3.470928574,-8.626473999,-0.904271126,1.593273067,-13.0028595,12.72526627,1.612529182,-4.38393898,-4.38393898,-2.024438667,3.832038879
Y Maxilla PAT L 6,-1.269377613,-9.268759918,-7.185652161,-6.426197815,-7.893087006,-20.75273285,-0.859849739,-11.92682343,-6.569960022,-9.859857178,0.312427425,-14.68806,-6.372945786,-3.383703995,-2.217165375,-9.164672852,-6.762348175,-6.762348175,-13.49656982,-1.542337036
Z Maxilla PAT L 6,-23.18620758,-27.15548401,-30.40545959,-32.88243103,-23.98118591,-39.7928009,-24.69305115,-18.59470673,-26.4199707,-31.95856628,-27.57229004,-22.57330627,-18.97110748,-33.60895081,-30.82378845,-27.34703064,-30.01972046,-30.01972046,-17.63617249,-22.11442566
X Maxilla PAT L 5,-1.714847565,0.301472783,-7.38225174,-11.90946884,7.986341095,-0.175144565,-4.292432785,4.450731277,-3.780095673,3.108198738,-9.521034241,3.750121689,0.012512456,-11.882444,8.045233154,0.362441969,-7.004751587,-7.004751587,-2.721953201,-1.503260422
Y Maxilla PAT L 5,-3.140366554,-8.09355545,-8.193611145,-7.738391113,-7.086488342,-17.11696014,-2.086307716,-8.300276947,-8.582382202,-7.920934296,-0.663206053,-11.62138367,-7.454584503,-7.819965363,-2.003016472,-8.081394196,-8.224222565,-8.224222565,-13.89541168,-3.042133713
Z Maxilla PAT L 5,-24.07620697,-28.07772217,-28.25747681,-30.80859375,-24.1514267,-34.96378174,-22.93044128,-18.42657013,-24.27064972,-30.65708008,-26.77980957,-25.33652954,-17.19075928,-34.96266174,-29.84332581,-28.1637085,-28.23933105,-28.23933105,-16.15621338,-22.95736237
X Maxilla PAT L 4,2.901742554,2.133269882,-5.767485428,-14.058078,10.44772263,-1.530515862,-2.491691208,6.233166122,-5.913591766,3.663259125,-9.246072388,1.454722404,1.010122299,-10.96017838,11.80186615,2.053178596,-4.924554825,-4.924554825,-2.593458366,3.664164734
Y Maxilla PAT L 4,-1.602463341,-9.570796204,-7.434387207,-7.750945282,-7.772699738,-21.61865082,-1.192680645,-11.45951385,-7.984765625,-8.997349548,0.153574157,-17.41789246,-6.850784302,-3.701034546,-3.033993149,-9.358412933,-7.130636597,-7.130636597,-13.81840057,-1.938016129
Z Maxilla PAT L 4,-25.81381836,-28.43867493,-31.47797241,-33.16412964,-24.82767792,-40.37521973,-26.06947937,-19.93669434,-26.92184143,-32.80981445,-28.21596985,-23.17444611,-19.89701691,-32.63322144,-33.26220398,-26.89352112,-31.03691406,-31.03691406,-18.03613739,-24.43556061
X Maxilla PAT L 3,-3.161617088,1.459268284,-9.025166321,-13.3154007,8.661027527,-4.032000732,-5.460802841,6.25138855,-5.681568909,4.717972183,-10.38964462,8.075346375,-1.254247189,-9.239339447,7.658620453,1.66182518,-8.528390503,-8.528390503,-3.950787735,-2.054470444
Y Maxilla PAT L 3,-1.849239731,-7.456209564,-7.570895386,-8.722661591,-6.362800217,-16.41756744,-0.975865269,-7.324411011,-9.507898712,-6.966851807,-0.193494737,-15.1871994,-6.890435028,-7.566503906,-0.809057331,-7.36693573,-7.713961792,-7.713961792,-13.43648834,-2.00503521
Z Maxilla PAT L 3,-25.40085144,-29.015271,-29.28020325,-30.35487366,-25.24239655,-37.41246033,-24.72767029,-19.53467712,-24.20789642,-31.38524475,-27.76707458,-23.15439453,-18.39082642,-35.29588013,-31.79420776,-29.20502319,-29.39462891,-29.39462891,-16.58960571,-24.40557709
X Maxilla PAT L 2,0.648337269,1.39596653,-6.719076538,-13.2090744,9.495685577,-1.709036255,-3.431203842,5.552231598,-5.177018738,3.467466736,-9.516086578,3.278501129,0.381620622,-10.91036835,10.07424393,1.692378044,-5.989485168,-5.989485168,-2.86706295,1.1086236
Y Maxilla PAT L 2,-2.360964584,-8.968336487,-8.142606354,-8.08736496,-7.338436127,-19.49778748,-1.534008789,-10.00359039,-8.709651184,-8.242326355,-0.177954209,-15.54970856,-7.249092865,-5.590518188,-2.739330482,-9.276095581,-7.833568573,-7.833568573,-13.92541351,-2.077021408
Z Maxilla PAT L 2,-25.46803436,-28.65216675,-30.40838623,-32.22607727,-24.73007202,-38.47997742,-25.11060944,-19.62108917,-25.99213257,-32.16809998,-27.77702942,-23.8318222,-19.00436096,-33.32791443,-32.12492676,-28.23316345,-30.11495667,-30.11495667,-17.28700562,-23.97442169
X Maxilla PAT L 1,1.482715225,2.372527313,-7.30617981,-14.24907684,10.09744797,-4.329493332,-3.812606049,6.505488586,-6.33235054,4.049387741,-9.984336853,5.527191544,-0.071869177,-9.436623383,10.06906967,2.37966156,-6.159993744,-6.159993744,-3.300293732,2.236683846
Y Maxilla PAT L 1,-1.760569763,-8.852639008,-7.407546234,-8.697767639,-7.26992569,-19.79188385,-0.95886755,-10.05192795,-8.877915955,-7.858304596,-0.019760272,-18.15591431,-7.017263031,-4.567176437,-2.322890472,-8.892212677,-7.609513855,-7.609513855,-13.85416412,-1.850209618
Z Maxilla PAT L 1,-27.12667236,-29.15553894,-31.39411316,-32.42773438,-25.29284668,-40.56409302,-26.48727722,-20.58856506,-26.22164917,-33.00890198,-28.41855469,-22.21409149,-20.09258881,-32.9638916,-34.16604614,-29.14120178,-31.12123413,-31.12123413,-17.86527557,-25.40232391
X Maxilla PAT 8,-8.830150604,-0.912736893,-12.05855637,-10.45122223,4.422255325,-9.624125671,-9.932940674,1.695330429,-2.572158051,2.436857796,-12.36127167,13.68034821,-4.061677933,-7.500211334,-0.075734377,-0.943496513,-11.83044357,-11.83044357,-5.978259277,-8.207620239
Y Maxilla PAT 8,-8.882131195,-7.121447754,-12.61451416,-12.94524078,-7.67311554,-17.12299805,-6.466112518,-2.803416252,-15.44094543,-3.566815948,-4.138763046,-12.92365265,-10.62848129,-13.50652771,-5.041612625,-7.400283813,-12.7937294,-12.7937294,-16.15064392,-9.421347809
Z Maxilla PAT 8,-28.0124115,-32.22432861,-28.92530518,-29.04917603,-28.59728088,-27.77290344,-24.72670593,-23.35122223,-23.08086548,-31.31004333,-27.77913208,-32.492099,-17.51299744,-32.73978882,-31.8225708,-32.38095703,-28.88790894,-28.88790894,-14.84314117,-27.54760437
X Maxilla PAT 7,-8.863425446,-1.781666756,-11.05953064,-9.382079315,3.919299316,-7.495454407,-9.281801605,0.280327082,-1.267282295,1.298714733,-11.88746796,11.13195724,-3.40237236,-9.131660461,0.293375063,-1.924825668,-10.91570282,-10.91570282,-5.330569458,-8.079573059
Y Maxilla PAT 7,-10.25665894,-7.694839478,-13.51517944,-12.63936615,-8.32828598,-18.09041443,-7.430489349,-3.468480682,-15.22920532,-3.858152008,-4.582042694,-10.91336899,-11.45104218,-13.96605682,-6.10396843,-7.854566956,-13.7182785,-13.7182785,-16.81128235,-10.74840851
Z Maxilla PAT 7,-26.89328613,-31.93648071,-28.35430298,-29.66383972,-27.95241699,-25.78419495,-23.70708313,-23.08565216,-23.34681396,-30.91998291,-27.21832581,-34.8397644,-16.77345428,-32.03242493,-30.77891541,-31.99033813,-28.25212097,-28.25212097,-14.5533844,-27.10930786
X Maxilla PAT 6,-7.359371185,-0.388028884,-11.23931503,-10.71526108,5.145609283,-13.0823288,-9.690787506,1.091774845,-2.915729332,1.55922718,-12.28023834,14.33140411,-4.056285477,-6.323508453,0.65906496,-0.40439229,-11.10282745,-11.10282745,-6.237395096,-7.591337585
Y Maxilla PAT 6,-12.76599503,-8.939547729,-14.20948334,-14.56022797,-8.717948151,-22.20825043,-8.19588089,-4.526914215,-17.36386871,-3.486724854,-4.607723618,-17.14632416,-11.80347519,-12.07538528,-8.356290436,-8.985067749,-14.42688293,-14.42688293,-17.476651,-13.5152298
Z Maxilla PAT 6,-31.65030518,-33.42564087,-31.67694702,-31.50923462,-29.98764648,-28.24662476,-27.34637146,-26.1915802,-25.23248749,-33.43960876,-28.98161011,-35.36350708,-19.6590744,-28.79411316,-35.15861816,-33.44469299,-31.78088074,-31.78088074,-16.05224609,-31.1703949
X Maxilla PAT 5,-8.126004028,-2.255485916,-10.56774521,-8.571019745,4.243029404,-10.95133133,-9.86517334,-1.360011864,-1.082323742,-0.068294758,-12.15565186,11.01663971,-3.930792999,-8.026446533,-0.618282127,-2.411997414,-10.59217682,-10.59217682,-5.958774948,-8.036154938
Y Maxilla PAT 5,-15.71742706,-8.905138397,-16.51513367,-15.29704437,-10.08708038,-23.85880127,-10.22807922,-4.59732666,-18.30212555,-2.863048363,-5.869437027,-14.46337128,-13.72368317,-14.17808838,-11.34354095,-8.702693939,-16.63922729,-16.63922729,-18.52750702,-16.50206757
Z Maxilla PAT 5,-30.36603699,-33.93110046,-30.9706543,-31.51073914,-29.72073975,-23.38834076,-25.99555969,-26.90882874,-24.72184601,-32.94664307,-28.41371765,-39.99753113,-18.63335266,-26.88659058,-32.72883606,-33.70939331,-30.84768066,-30.84768066,-15.20184479,-29.54188843
X Maxilla PAT 4,-8.063749695,-0.334922576,-12.05510864,-10.91976242,4.984376144,-11.56811142,-10.30234985,2.304523087,-3.122899818,2.48307209,-12.52901077,14.96333923,-4.351643372,-6.471448517,-0.21718111,-0.395792079,-11.89279251,-11.89279251,-6.336224365,-7.142514038
Y Maxilla PAT 4,-9.310797882,-7.527752686,-12.86517334,-13.63696136,-7.853229523,-18.97873383,-6.792860413,-3.113834381,-16.28541718,-3.557371521,-4.100641251,-15.43431854,-10.81161041,-12.1731163,-5.840299988,-7.792256165,-13.04723816,-13.04723816,-16.42401886,-10.31374512
Z Maxilla PAT 4,-29.33226624,-32.82068481,-30.06047974,-29.70233765,-29.47314453,-28.56190491,-26.23727112,-24.9239212,-23.77357025,-32.08548584,-28.4911499,-32.92597351,-18.64309082,-31.86760559,-33.30717773,-32.93646851,-30.19130554,-30.19130554,-15.43282623,-28.2543335
X Maxilla PAT 3,-7.545401001,-1.193358135,-10.5200325,-9.677957153,4.83619957,-11.78290176,-9.402308655,0.08363905,-2.160881233,0.517273331,-12.22367706,12.15189667,-3.605891418,-7.263579559,0.399377012,-1.286953545,-10.47554855,-10.47554855,-6.029183578,-7.311994934
Y Maxilla PAT 3,-14.05105743,-9.254139709,-15.33586273,-14.84754333,-9.557098389,-23.76732941,-9.259909058,-5.134592438,-17.75865326,-3.376756287,-5.147023392,-16.28824158,-12.83432312,-12.66323471,-10.02903061,-9.110556793,-15.51737823,-15.51737823,-18.08882904,-14.91144104
Z Maxilla PAT 3,-31.25307922,-33.62229919,-31.64402771,-31.93299866,-29.80325623,-26.24485779,-26.89451599,-26.53862305,-25.24388428,-33.38708801,-28.84183044,-37.56821594,-19.41459198,-27.58044128,-34.29666443,-33.4542511,-31.58863831,-31.58863831,-15.78396912,-30.49413147
X Maxilla PAT 2,-8.264789581,-1.99304142,-10.44670715,-8.941751099,4.312859726,-9.070507813,-8.744695282,-0.585564423,-1.30690546,0.315014172,-11.97109375,10.5328331,-3.416998672,-8.810057068,0.058012247,-2.003419495,-10.43257599,-10.43257599,-5.581199646,-7.762136078
Y Maxilla PAT 2,-13.23236237,-8.566009521,-15.16773376,-13.94151764,-9.352302551,-21.76737061,-9.104828644,-4.358057404,-16.93259583,-3.551233292,-5.239683151,-13.1558075,-12.70548019,-13.7376297,-9.08861084,-8.577253723,-15.28443604,-15.28443604,-17.81611633,-13.92815399
Z Maxilla PAT 2,-29.15735779,-33.03404846,-29.93632813,-31.0650177,-28.86514587,-24.65192261,-25.24256592,-25.2212326,-24.40493774,-32.16017151,-27.97077637,-37.90170898,-17.9547348,-28.97061157,-32.0000885,-33.07227173,-29.88758545,-29.88758545,-15.04270477,-28.66249695
X Maxilla PAT 1,-7.705710602,-1.123767853,-10.85397873,-9.955082703,4.460280609,-10.50023117,-9.477008057,0.443523502,-2.140467453,1.199264622,-12.11644516,12.28756409,-3.612601852,-7.798109436,0.674880743,-1.198616123,-10.74870834,-10.74870834,-5.811293793,-7.546414948
Y Maxilla PAT 1,-12.39287415,-8.526467896,-14.20513153,-13.75790405,-8.923532104,-21.08149414,-8.19283905,-4.519818115,-16.61380615,-3.731748199,-4.763862991,-14.70780792,-11.91219864,-12.72774963,-8.022968292,-8.643105316,-14.37045746,-14.37045746,-17.34328461,-12.67620316
Z Maxilla PAT 1,-29.56149597,-32.85812378,-30.39133606,-30.96206665,-29.10110474,-26.65602722,-25.86130981,-25.29432373,-24.56484833,-32.50656128,-28.32520752,-35.73815918,-18.55173798,-29.73605957,-33.05559692,-32.91947021,-30.4151062,-30.4151062,-15.43356781,-29.10853882
X Lat parietal DCUR L 6,16.50996246,-6.473358154,10.87168198,-0.998915195,7.604980469,26.52814636,11.3785965,-10.02932434,9.565258789,-8.432774353,0.880146027,-25.74680481,14.43414001,-31.33046875,20.48153076,-6.606811523,10.96111221,10.96111221,7.381507874,17.44476776
Y Lat parietal DCUR L 6,-20.25162506,-16.89664917,-15.19282227,1.596790123,-18.88262329,-37.67879639,-11.67618179,-22.26858673,-1.386799622,-17.14490356,-4.001247406,-4.769923782,-14.32062988,-5.744268036,-21.46870117,-16.81351166,-16.03970795,-16.03970795,-18.42543945,-23.473349
Z Lat parietal DCUR L 6,-8.480799103,-20.81450806,-24.04455566,-40.7408844,-15.879422,-20.83557129,-16.27922211,-12.32653198,-34.69006042,-26.9962616,-25.62044983,-42.44305725,-13.00822144,-23.58869781,-18.75715485,-20.71778107,-25.29132843,-25.29132843,-16.19508209,-10.0233429
X Lat parietal DCUR L 5,16.32389984,-5.305020905,9.91733017,-2.258225822,8.108363342,24.82214661,10.68536835,-8.403810883,7.971045685,-7.080640411,0.335184908,-24.56331024,13.84023895,-29.65328369,20.7787796,-5.510343933,9.999245453,9.999245453,6.677115631,16.95174408
Y Lat parietal DCUR L 5,-19.34656067,-16.3948349,-13.93424377,1.2995924,-18.77996521,-37.30327148,-10.6162796,-21.95898438,-1.61645565,-17.13631134,-3.629351044,-6.520158386,-13.31033173,-4.818260956,-19.61948395,-16.36495361,-14.59234009,-14.59234009,-17.87985535,-22.65376129
Z Lat parietal DCUR L 5,-10.36595306,-21.3075882,-24.78531342,-40.67917786,-16.78955536,-23.46267853,-17.02258759,-12.84061584,-34.73961182,-27.34124451,-26.19875793,-40.73572083,-13.63366241,-24.07317963,-19.4983963,-21.12276306,-25.71835938,-25.71835938,-16.71734314,-11.81065292
X Lat parietal DCUR L 4,15.78996582,-4.185730743,8.73380127,-3.614060211,8.708612061,22.92906189,9.644343567,-7.831752777,6.450806427,-5.324188232,-0.33483386,-22.90966644,13.17193451,-28.24656067,21.07975311,-4.519476318,8.650537872,8.650537872,5.755121994,16.05521851
Y Lat parietal DCUR L 4,-18.22484894,-15.87609406,-13.26564331,0.695183039,-18.00301361,-36.79866943,-9.466114044,-22.05775146,-2.198820877,-16.65629578,-3.220792007,-8.608026123,-12.74799576,-4.116109467,-17.36077576,-15.90640411,-13.24403992,-13.24403992,-17.39277496,-21.43049469
Z Lat parietal DCUR L 4,-12.54519501,-21.94937439,-25.94990845,-40.42824097,-17.84077148,-25.96114197,-17.81880798,-14.08410187,-34.87934875,-28.21495361,-26.73495789,-39.66903076,-14.50805359,-24.52544708,-20.25798035,-21.68898773,-26.18153076,-26.18153076,-17.06628418,-14.06300812
X Lat parietal DCUR L 3,15.01278992,-3.503883743,7.883826447,-4.894173431,9.117982483,20.3335556,8.84258194,-5.879772949,5.104714966,-4.645671463,-1.155679989,-20.90597076,12.51279755,-26.73914185,20.25814056,-3.73714447,7.163978577,7.163978577,4.974884796,15.09565887
Y Lat parietal DCUR L 3,-17.59722595,-15.96083069,-13.38565521,-0.120384049,-17.5242569,-36.62649841,-9.395891571,-21.69462738,-3.327223206,-16.20075378,-2.886244011,-10.73258743,-12.39533157,-3.78870163,-15.47006531,-16.15843048,-12.97020874,-12.97020874,-17.3992569,-20.63705597
Z Lat parietal DCUR L 3,-14.49931335,-22.73844452,-27.55344849,-39.94157104,-18.96016083,-27.68574524,-19.89952393,-15.88173828,-35.10953064,-29.36898804,-27.43766174,-38.93664246,-15.53197021,-24.26996765,-23.0376358,-22.5596344,-27.59065552,-27.59065552,-17.52771606,-15.89291077
X Lat parietal DCUR L 2,13.86103363,-2.839189148,6.690332031,-6.35749588,9.412278748,18.52126007,7.97875061,-4.934886932,3.863863373,-4.172283936,-1.954427338,-19.23103943,11.8694458,-24.69742737,18.82433472,-2.903539276,6.296977234,6.296977234,4.385920715,13.88721466
Y Lat parietal DCUR L 2,-17.9120636,-16.07398376,-13.36429443,-1.571346951,-17.20122986,-36.41807861,-9.211759186,-21.1447998,-4.662089157,-15.68505096,-2.71962471,-12.27620773,-12.32281723,-3.856179047,-15.81970825,-16.19932709,-13.20990143,-13.20990143,-17.7410614,-20.15488586
Z Lat parietal DCUR L 2,-16.85688019,-23.76456909,-29.28458862,-39.93649597,-20.30196533,-28.81620178,-21.90051422,-16.58494873,-35.13911743,-30.58482056,-28.00836487,-38.33590698,-16.48455353,-24.10452271,-25.7910675,-23.74306335,-29.46399841,-29.46399841,-18.11718445,-17.61634979
X Lat parietal DCUR L 1,12.3477066,-2.253189468,5.263590622,-7.062825775,9.534422302,16.37030182,6.674240875,-3.918053436,2.563204193,-3.774057007,-2.8814991,-17.24650269,10.93603745,-22.76118774,17.80064087,-2.276064873,4.65786705,4.65786705,3.554201126,12.04861526
Y Lat parietal DCUR L 1,-17.46670532,-15.76740265,-13.20016022,-2.857058907,-16.43953857,-36.19020691,-8.55411377,-20.30340576,-5.887599182,-15.0437912,-2.707925415,-13.98653107,-12.05396652,-4.233568573,-16.09202881,-15.75247345,-13.07284698,-13.07284698,-17.65099945,-19.28786469
Z Lat parietal DCUR L 1,-18.92956238,-24.78951569,-30.47391663,-40.02525635,-21.50935669,-30.08361816,-23.46587372,-18.00516968,-34.81860046,-31.60175476,-28.56241455,-37.41004639,-17.2605484,-23.94061127,-27.13933105,-24.65240936,-30.71352539,-30.71352539,-18.34192505,-19.8786972
X Lat parietal DCUR 6,5.953207397,-12.41546631,3.983295059,5.701196289,0.650333881,14.56329193,2.797518921,-18.40440674,14.33444214,-14.02854614,-3.509299469,-16.7749649,7.526146698,-27.89821472,9.773443604,-12.53865662,4.479204178,4.479204178,1.987389755,5.30599556
Y Lat parietal DCUR 6,-33.95284119,-16.273172,-27.25484314,-9.802105713,-22.11968384,-40.83583374,-22.66866302,-13.93303528,-13.22409973,-7.334318542,-12.01681976,-4.716575241,-23.51107635,-16.37806396,-27.78851929,-16.11401672,-26.96189575,-26.96189575,-25.20529022,-33.86844482
Z Lat parietal DCUR 6,-13.83486176,-29.98654175,-24.58799744,-38.86491699,-22.71184845,-9.53953476,-17.77975616,-21.54015656,-33.15485535,-27.94212036,-26.78692322,-55.83273926,-12.96947632,-17.55907288,-20.80325928,-29.89511719,-25.20608215,-25.20608215,-12.64310532,-13.58719025
X Lat parietal DCUR 5,5.574333572,-11.43715286,2.426836967,4.585560989,1.14727869,12.2429039,2.084998703,-17.33844299,13.02136841,-13.18076782,-4.07850914,-14.64364624,6.379649353,-26.15695801,8.402289581,-11.67720261,3.034096527,3.034096527,1.136337376,5.427749634
Y Lat parietal DCUR 5,-32.63687134,-15.58207703,-27.03506165,-10.90868073,-21.44813995,-41.00166931,-22.39058228,-13.05682831,-14.07542572,-6.148947906,-11.61594696,-6.356925964,-23.27060699,-15.82501984,-27.07450867,-15.80511322,-26.74079285,-26.74079285,-24.97883606,-32.87158508
Z Lat parietal DCUR 5,-15.93562012,-30.92222595,-25.25944061,-38.68583984,-23.59216919,-10.63918686,-19.08671722,-22.55247803,-33.14801941,-28.63814697,-27.35552063,-55.36503906,-13.58570251,-17.36651917,-21.83473206,-30.69660339,-26.15401306,-26.15401306,-13.00151367,-15.47680817
X Lat parietal DCUR 4,5.243300629,-10.36673813,0.832015038,3.353071594,1.582175541,10.29568024,0.995472717,-15.66925659,11.56811066,-12.32889633,-4.833073425,-12.92477875,5.398585129,-24.39663391,6.952203369,-10.69047394,1.838108826,1.838108826,0.377159834,5.608728027
Y Lat parietal DCUR 4,-31.20582886,-15.10402832,-26.25635376,-11.71120148,-20.6311615,-40.90251465,-21.7121521,-12.3647789,-14.76037598,-5.297586441,-11.14987946,-8.393167877,-22.86706238,-15.55879059,-26.36581421,-15.528862,-26.15916748,-26.15916748,-24.4819519,-31.39255981
Z Lat parietal DCUR 4,-17.97180634,-31.4669342,-26.4309021,-38.33542175,-24.35917053,-11.77977753,-20.59197235,-23.47505188,-33.22955017,-28.81271057,-27.80706482,-54.36801758,-14.26976013,-17.37187805,-22.45450897,-31.25881958,-27.16459351,-27.16459351,-13.17954559,-17.73258972
X Lat parietal DCUR 3,4.914472198,-9.027568054,0.716762352,1.68682785,2.192277336,8.294915771,0.140903378,-14.034552,9.878612518,-10.02842484,-5.485261154,-11.69848785,4.387949753,-23.17573547,6.371381378,-9.76421051,1.066905499,1.066905499,-0.243302369,5.196316528
